name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_average_spawn_size,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_optimum_ph_level,characteristics_special_features,domesticos,protegidos,exoticos
Siberian Tiger,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Altaica,,,,,,,,,Dense tropical forest,Carnivore,3,Solitary,,,,Also known as the Amur tiger!,,BlackWhiteOrange,Fur,60 mph,18 - 25 years,100kg - 350kg (220lbs - 770lbs),,,,,Human,Mammal,,,,,,"Deer, Cattle, Wild Boar",,,,Deer,,,,,1,0,0
Silver Labrador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,GreySilver,Hair,,10 - 14 years,80 lbs,,,,,,,,,"Intelligent, loyal, and outgoing",,,,,,,,,,,,0,1,0
Snow Leopard,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera uncia,"sheep, deer, antelopes, yaks and gazelles and smaller mammals and birds",cub,Solitary,8478,"Poaching, climate change",Pale gray coat and gray spots,Ounce,90 to 105 days,Mountains,Carnivore,,,Snow leopard,4.0,Central Asia,,Solitary,GreyWhite,Fur,,21 years,,,2-3 years,5 months,2 to 7,"Leopards, occasionally and other snow leopards",Mammal,,,,,,,,,,,,,,,1,0,0
Snowshoe Hare,['North-America'],Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus," Leafy plants, flowers, grass, bark",Leveret,Solitary,, Habitat loss, Large hind feet,,36-40 days,"Forests, open fields, riverside thickets",Herbivore,,,Snowshoe hare,,Northern United States and Canada,,Solitary,,,,,,,,,1-7,"Coyotes, bobcats, wolves, owls, red foxes, lynx", Mammal,,,,,,,,,,,,,,,1,0,0
Somali,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,"Fox Cat, Longhaired Abyssinian",,,Omnivore,5,,Somali cat,,,"Active, intelligent and playful!",Longhair,BrownFawnBlackWhiteCreamGingerGolden,Hair,,9-16 years,6-13lbs,,,,,,,,,"Active, curious and playful",,,,,,,,,,,,1,0,0
South China Tiger,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Amoyensis,,,,,,,,,Dense tropical forest,Carnivore,3,Solitary,,,,There are less than 20 in the wild!,,BlackWhiteOrange,Fur,60 mph,18 - 25 years,100kg - 195kg (221lbs - 430lbs),,,,,Human,Mammal,,,,,,"Deer, Cattle, Wild Boar",,,,Deer,,,,,1,0,0
Spanador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
Spanish Goat,"['Central-America', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Artiodactyla,Calvo,Capra,Capra aegagrus hircus,"Grass, herbs, shrubs, weeds, tree barks, and leaves",Calf,Herd,"approximately 500,000","Domesticated dogs, wolves, foxes, and coyotes",Long horizontal ears and thorns that are twisted at the points.,Brush goats and scrub goats,About 155 days,"Spain, Mexico, and the USA",Herbivore,,,,,,,,BrownGreyFawn,,,6-7 years,male: 200 to 250 lbs. females: 11 to 150 lbs.,20 inches,5 months to 1 year,,2-4,"Domesticated dogs, wolves, foxes, and coyotes",,20 inches,,,,,,,,,,,,,,1,0,0
Spanish Mastiff,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,YellowFawnRedBlackBrindle,Hair,,10 to 12 years,220 lbs.,,,,,,,,,"Affectionate, laid-back, independent",,,,,,,,,,,,0,1,0
Spectacled Bear,['South-America'],Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos Ornatus,,,,,,,,,Coastal forests and deserts,Omnivore,2,Solitary,,,,Native to the Andes mountains of South America!,,GreyBlackWhite,Fur,30 mph,20 - 30 years,130kg - 200kg (286lbs - 440lbs),,,,,"Human, Jaguar, Mountain lion",Mammal,1.5m - 2m (4.9ft - 6.6ft),Light spectacles on face and long claws,,,,"Berries, Mice, Birds",,,,Berries,,,,,1,0,0
Sperm Whale,['Ocean'],Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,Physeter macrocephalus,"Squid, sharks, skates, fish",,Pod/Solitary,"300,000 to 450,000","Human activity, climate change",Size and huge head,Cachalot,14 to 16 months,Ocean,Carnivore,1,,Sperm Whale,4.0,,Each tooth weighs 1kg!,,GreyWhite,Smooth,23 mph,Up to 60 years,35 to 45 tons,49 to 59 feet,,,,"Sharks, Humans, Killer Whales",Cetacean Common nam,,Cone-shaped teeth and enormous body size,,,,,Salt,,,Squid,,,6 - 9,,0,1,0
Spinone Italiano,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownWhiteOrange,Hair,,12 – 14 years,81 lbs,,,,,,,,,"Good-natured, hard-working, and playful",,,,,,,,,,,,0,1,0
Springador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
Sri Lankan Elephant,['Asia'],Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas Maximus Maximus,,,,,,,,,Rainforest and tropical woodland,Herbivore,1,Herd,,,,Now restricted to a few parks!,,BrownGreyBlack,Leather,27 mph,55 - 70 years,"3,000kg - 5,000kg (6,500lbs - 11,000lbs)",,,,,"Human, Tiger",Mammal,2m - 3m (7ft - 10ft),Long trunk and large feet,,,,"Grass, Fruit, Roots",,,,Grass,,,,,1,0,0
Stabyhoun,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,"Stabij, Stabijhoun, Fryske Stabij, Beike, Dutch Stabyhoun, Stabij, Frisian Pointer",,,Omnivore,,,Stabyhoun,,,,,BlackWhiteOrangeChocolate,Hair,,12 to 15 years,55lbs,,,,,,,,,"Gentle, sensitive, and active",,,,,,,,,,,,0,1,0
Staffordshire Bull Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,,,Staffordshire Bull Terrier,,,Known for their loyalty to their family!,Mastiff,,Hair,,14 years,17kg (38lbs),,,,,,,,,,,,,,,,,,,,,1,0,0
Standard Schnauzer,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlackWhite,Hair,,13-16,30-50,,,,4-8 pups,,,18-20,bristly eyebrows and a long mustache,"Intelligent, playful, affectionate, loyal",,,,,,,,,,,,0,1,0
Star-nosed mole,['North-America'],Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,Condylura,Condylura cristata,"Worms, mollusks, fish, and insects",Pups,Colony,Unknown,Habitat loss,The star-shaped sensory organ on the nose,,45 days,Marshes and wetlands,Carnivore,,,Star-Nosed Mole,1.0,United States and Canada,,,BrownBlackPink,Hair,4 mph,3-4 years on average,55g (2oz),15-20cm (6-8in),10 months,1 month,2-7 pups,"Foxes, weasels, minks, domesticated cats and dogs, skunks, owls, and hawks",Mammal,,,,,,,,,,,,,,,1,0,0
Steller’s Sea Cow,['Ocean'],Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Hydrodamalis,Hydrodamalis Gigas,,,,,,,,,Arctic Tundra,Herbivore,1,Herd,,,,Hunted to extinction in 17 years!,,BrownGreyBlack,Smooth,,50 - 80 years,8000kg (8.8tons),8m - 9m (26ft - 30ft),,,,Large sharks and humans,Mammal,,Enormous body size and toothless mouths,,,,"Sea Grasses, Algae, Flowers",,,,Sea Grasses,,,,,1,0,0
Stoat,"['Asia', 'Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela Erminea,,,,,,,,,Moorland and woodlands,Carnivore,8,Solitary,,,,Average adults weigh about 200 grams!,,BrownBlackWhiteTan,Fur,20 mph,4-6 years,200-500g (7-17.6oz),,,,,"Fox, Snake, Wild Cats",Mammal,,,,,,"Rabbits, Mice, Insects",,,,Rabbit,,,,,1,0,0
Striped Hyena,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,Hyaena hyaena,Small insects and small animals,Cub or pup,Small families,"5,000 to 14,000 worldwide.",Humans and human activities,Stripes on their bodies,,90-92 days,"Deserts, semi-deserts, woodlands, scrub forests, acacia bushlands, grasslands, tropical savannas, and rocky terrains",Omnivore,,,Striped Hyena,,"Africa, West India, the Middle East, and the Arabian Peninsula",,Solitary or in pairs,GreyBlackBeige,Fur,5 mph,24 years in captivity,57 to 90 pounds,1 – 1.15 meters in length. Their tail measures about 12.5 inches,2-3 years old,8 months to 1 year,2 to 4 cubs,"Humans, lions, other big cats",Mammal,1 – 1.15 meters in length. Their tail measures about 12.5 inches,,,,,,,,,,,,,,1,0,0
Sugar Glider,['Asia'],Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus breviceps,"Insects, tree gum, sap",joey,Colony,,Habitat loss,Web membranes,,15 Days,"Forest, woodlands",Omnivore,,, Sugar glider,,"Australia, Indonesia",,,GreyBlackWhite,Fur,,120 months,0.1kg-0.25kg (0.25lbs-0.5lbs),0.15m-0.22m (0.5ft-0.75ft),1 year,3 months,1-2,"Owls, cats, snakes",Marsupial,,,,,,,,,,,,,,,1,0,0
Sumatran Elephant,['Asia'],Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas Maximus Sumatranus,,,,,,,,,Rainforest and tropical woodland,Herbivore,1,Herd,,,,"Less than 2,000 left in the wild!",,BrownGreyBlack,Leather,27 mph,55 - 70 years,"3,000kg - 5,000kg (6,500lbs - 11,000lbs)",,,,,"Human, Tiger",Mammal,2m - 3m (7ft - 10ft),Long trunk and large feet,,,,"Grass, Fruit, Roots",,,,Grass,,,,,1,0,0
Sumatran Orang-utan,['Asia'],Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,"Fruits, Shoots, Insects",Infant,Solitary,"4,000",Hunting and habitat loss,"Long arms and long, orange hair","Red Ape, Forest Person",9 months,"Dense, tropical forest",Omnivore,1,Diurnal,Sumatran Orang-utan,1.0,Northern Sumatra,Known to make mental maps of the forest!,Mammal,BrownGreyRedOrange,Hair,2.7 mph,30 - 40 years,30kg - 82kg (66lbs - 180lbs),,12 - 15 years,3 years,,"Sumatran Tiger, Humans",,1.25m - 1.5m (4ft - 5ft),,,,,,,,,,,,,,1,0,0
Sumatran Rhinoceros,['Asia'],Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,Dicerorhinus Sumatrensis,,,,,,,,,"Tropical bushland, grassland and savannas",Herbivore,1,Solitary,,,,The smallest species of rhino!,,BrownGreyBlack,Leather,30 mph,30-45 years,"500kg - 800kg (1,100lbs - 1,760lbs)",2m - 2.5m (6.6ft - 8.2ft),,,,"Human, Wild cats",Mammal,,,,,,"Grass, Fruit, Berries, Leaves",,,,Grass,,,,,1,0,0
Sumatran Tiger,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Sumatrae,,,,,,,,,Dense tropical forest,Carnivore,3,Solitary,,,,The smallest species of tiger!,,BlackWhiteOrange,Fur,60 mph,18 - 25 years,80kg - 150kg (176lbs - 330lbs),,,,,Human,Mammal,,,,,,"Deer, Cattle, Wild Boar",,,,Deer,,,,,1,0,0
Sun Bear,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Ursidae,Helarctos,Helarctos malayanus,"Fruits, Honey, Insects",Cub,Solitary,Unknown,Hunting and habitat loss,Yellow or orange U-shaped marking on chest,"Malaysian Sun Bear, Malay Bear, Honey Bear, Dog Bear",3 - 8 months,"Primarily, lowland tropical forests",Omnivore,2,Diurnal/Nocturnal,Sun Bear,2.0,South-east Asia,The smallest species of bear in the world!,Mammal,BrownGreyYellowRedBlackWhiteOrange,Fur,30 mph,15 - 30 years,30kg - 60kg (66lbs - 132lbs),,3 - 4 years,18 months,,"Tiger, Snakes, Birds of Prey",,1.2m - 1.5m (4ft - 5ft),,,,,,,,,,,,,,1,0,0
Swedish Vallhund,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Swedish Vallhund,,,,,BrownGreyYellowBlueDark Brown,Hair,,15 years,,,,,,,,,,,No problems learning tricks and simple tasks.,,,,,,,,,,,0,1,0
Syrian Hamster,"['Asia', 'Europe']",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,Insects,Pups,Largely solitary,"Fewer than 2,500 mature individuals",Habitat loss,Typical golden-brown color,"Golden hamster, teddy bear hamster, standard hamster, fancy hamster",16 days,"Plateaus, steppes, sand dunes, edges of deserts",Omnivore,,,Golden hamster,4.0,Syria and Turkey,,,Gold,Fur,,1-3 years,100–225 grams (3.5–8 oz),5-7 in (12.7-17.78cm),30 days,19-21 days,8-20,"Owls, weasels, storks, jackals, wild cats, snakes",Rodent,,,,,,,,,,,,,,,0,0,0
Taco Terrier,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,RedBlueBlackWhiteTanChocolate,Hair,,12-15 years,8 lbs,,,,,,,,,"Loyal, watchful, and playful",,,,,,,,,,,,0,1,0
Takin,['Asia'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,Budorcas taxicolor,,Calves,Herd,"7,000-12,000",Habitat loss and hunting,The curved horns and shaggy coat,Cattle chamois and gnu goat,7–8 months,Alpine mountains and valleys,Herbivore,,,Takin,1.0,Eastern Himalayas,,,BrownGreyYellowBlackWhiteGold,Hair,,Up to 20 years,Up to 350kg (770lbs),1.5-2.2m (5-7.3ft),30 months,1-2 months,1 (rarely 2),"Wolves, leopards, dholes, and bears",Hoofed Mammal,1-1.14m (3.3-4.5ft),,,,,,,,,"Leaves, grasses, herbs, and twigs",,,,,1,0,0
Tamaskan,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Tamaskan,,,,,BrownGreyFawnBlackWhite,Hair,,12 to 15 years,,,,,,,,,,Loyal and Devoted,,,,,,,,,,,,0,1,0
Tapanuli Orang-utan,['Asia'],Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo tapanuliensis,"Fruits, Shoots, Insects",Infant,Solitary,800,Habitat loss and hunting,"Long arms and long, orange hair","Red Ape, Forest Person",9 months,Tropical and subtropical broadleaf forests,Omnivore,1,Diurnal,Tapanuli Orang-utan,1.0,northwestern Sumatra,Inhabits an isolated mountain range in northwestern Sumatra!,Mammal,BrownGreyRedBlackOrange,Hair,2.7 mph,30 - 40 years,30kg - 82kg (66lbs - 180lbs),,12 - 15 years,3 years,,"Sumatran Tiger, Humans",,1.25m - 1.5m (4ft - 5ft),,,,,,,,,,,,,,1,0,0
Tapir,"['Asia', 'South-America']",Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,,,Calf,Solitary,"Between 3,000 and 4,500 depending upon the species",Poaching for meat and hides / habitat loss.,Elongated snout and upper lip that is reminiscent of an aardvark’s nose.,"Baird’s Tapir, Little Black Tapir, Wooly Tapir, Asian / Indian Tapir",13 months,"grasslands, swamps, mountains and forests.",Herbivore,1,Solitary," Central American Tapir, Kabomani Tapir, Mountain Tapir and the Malayan Tapir",4.0,"Central America, South America and Asia",Most closely related to horses and rhinos!,,BrownGreyRedBlackWhite,Hair,30 mph,20 to 30 years,150-300kg (330-700lbs),,3 to 5 years,Six to eight months.,1,"Crocodiles, jaguars, tigers, cougars and other wild cats.",Mammal,Between 29 and 42 inches from the shoulder.,,,,,,,,,"Leaves, grasses and other plants.",,,,,1,0,0
Tarsier,"['Asia', 'Oceania']",Animalia,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,Tarsius,"Insects, Lizards, Birds",Infant,Solitary/Group,Declining,Habitat loss,Long and powerful hind legs,"Western Tarsier, Eastern Tarsier, Philippine Tarsier",180 days,"Forests, mangroves and scrub",Carnivore,1,Nocturnal,Tarsier,18.0,A number of south-east Asian islands,Each eye weighs more than their whole brain!,Mammal,BrownGreyGolden,Fur,24 mph,12 - 20 years,80g - 165g (2.8oz - 5.8oz),,1 - 2 years,8 weeks,,"Cats, Snakes, Birds of Prey",,9cm -16cm (3.6in - 6.4in),,,,,,,,,,,,,,1,0,0
Tasmanian Devil,['Oceania'],Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,,,,,,,,,Forest underbrush,Omnivore,3,Solitary,,,,Exclusively found on the island of Tasmania!,,BrownGreyBlackWhite,Fur,15 mph,5-8 years,6-8kg (13-18lbs),,,,,"Snakes, Human, Wild dogs",Mammal,,,,,,"Mice, Rats, Rabbits",,,,Mice,,,,,1,0,0
Tasmanian Tiger,['Oceania'],Animalia,Chordata,Mammalia,Dasyuromorphia,†Thylacinidae,†Thylacinus,†Thylacinus cynocephalus,"Birds, kangaroos, wombats, emus, possums, wallabies. echidnas, bettongs, bandicoots, potoroos and small livestock",Joey,Solitary,Possibly extinct,Humans,Marsupial pouch,"Tasmanian wolf, thylacine, kaparunina, loarinna, laoonana, coorinna, kanunnah, cab-berr-one-nen-er, lagunta, can-nen-ner","Two weeks, possibly","Grasslands and forests, rainforests",Carnivore,,,Tasmanian tiger,1.0,Tasmania,,Solitary,TanDark Brown,Fur,,Eight to 10 years,18 to 66 pounds,39 to 51 inches plus 20 to 26-inch tail,Unknown,Two months,Two to four joeys,"None, save humans and dingos",Marsupial,24 inches at the shoulder,,,,,,,,,,,,,,1,0,0
Teddy Bear Hamster,"['Asia', 'Europe']",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,"Seed, fruit, vegetables, and grains",Pup,Solitary,Unknown,,Large ears, Long-haired Syrian hamsters,16 days,"Cage, aquarium",Herbivore,,,Teddy Bear Hamster,,Originated in Syria,,Solitary,BrownGreyBlackWhiteGoldCreamDark GreyWhite-BrownGolden,Fur,,2-3 years,3.5-5.3 ounces,6 inches,6 months,4 weeks,6-12 pups,"Snakes, domesticated dogs and cats, foxes, and birds",Mammal,,,,,,,,,,,,,,,0,0,0
Tennessee Walker Horse,['North-America'],Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus ferus,,Foal,Social,Unknown,None,Long neck,Tennessee walking horse,320-370 days,"Farms, ranches, pastures",Herbivore,,,Tennessee walker,-1.0,North America,,,BrownGreyBlackWhiteBlonde,Hair,30 mph,Up to 30 years,900-1200 lbs,,13 months,5 to 7 months,1,None,Mammal,59 inches – 68 inches,,,,,,,,,"Grass, hay",,,,,1,0,0
Texas Heeler,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,FawnBlueBlackWhite,Hair,,15 years,50 lbs,,,,,,,,,Intelligent and loyal,,,,,,,,,,,,0,1,0
Thai Ridgeback,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,FawnRedBlueBlackBrindle,Hair,,12 to 13 years,75lbs,,,,,,,,,"Intelligent, independent, protective",,,,,,,,,,,,0,1,0
Tibetan Fox,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes ferrilata,,Kits,Pair,"40,000",Pika population reduction,Square-shaped skull,Tibetan sand fox,50-60 days,Tibetan Plateau,Carnivore,,,Tibetan fox,,,,,GreyTan,Fur,44 mph,8-10 years,8-12 lbs (4-5 kg),24-28 in (60-70 cm),1 year,5-9 weeks,2-4,Humans,Mammal,,,,,,"pikas, marmots, rodents, lizards, and other small prey",,,,,,,,,1,0,0
Tibetan Mastiff,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Tibetan Mastiff,,,Originally bred in the Himalayan mountains!,Mastiff,BrownGreyRedBlackTan,Hair,,12 years,150lbs,,,,,,,,,,,,,,,,,,,,,0,1,0
Tibetan Spaniel,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,RedBlackWhiteGoldTanCream,Hair,,12 – 15 years,15 lbs,,,,,,,,,Smart and attentive to owner,,,,,,,,,,,,0,1,0
Tibetan Terrier,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,GreyBlackWhiteGoldBrindle,Hair,,12-15 years,30 lbs,,,,,,,,,"Energetic, playful and stubborn quiet and lazy",,,,,,,,,,,,0,1,0
Tiffany,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,"Chantilly, Chantilly-Tiffany, or Foreign Longhair",,,Omnivore,5,,Tiffany,,,,Semi-Longhair,BrownFawnBlueWhiteCreamLilac,Hair,,7 to 16 years,6 to 12 lbs,,,,,,,,,"Affectionate, loving and playful",,,,,,,,,,,,1,0,0
Transylvanian Hound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlackTan,Hair,,10 to 14 years,77 lbs,,,,,,,,,"Even-tempered, fearless, and relentless",,,,,,,,,,,,0,1,0
Tree Kangaroo,['Oceania'],Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,,"Eggs, baby birds",Joey,Solitary,No more than a few thousand overall.,Hunting and habitat degradation and loss,Marsupial pouch,,44 days,Tropical rain forests,Omnivore,,,tree kangaroo,15.0,"Australia, New Guinea",,Largely solitary,BrownGreyRedBlackWhiteGoldChestnut,Fur,44 mph,Probably 15 to 20 years,15 to 20 pounds. Males and females are similar.,1.57 to 2.95 feet,"Two years for females, 4.6 years for males.",10 months,1,"Snakes, humans",Mammal,37 to 70 inches,,,,,,,,,,,,,,1,0,0
Treeing Walker Coonhound,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlackWhiteTan,Hair,,12 to 13 years,70 lbs,,,,,,,,,Loyal and calm,,,,,,,,,,,,0,1,0
Turkish Angora,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,Ankara,,,Omnivore,4,,Turkish Angora,,,A breed that originated in central Turkey!,Mediumhair,BrownGreyRedBlackWhite,Hair,,9-14 years,8-15 lbs,,,,,,,,,"Affectionate, loving and playful",,,,,,,,,,,,1,0,0
Uakari,['South-America'],Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,Cacajao,"Fruits, Leaves, Insects",Infant,Troop,Not Known,Hunting and habitat loss,Hairless face and forehead,,Unknown,Part-flooded rainforest,Omnivore,1,Diurnal,Uakari,4.0,Amazon River Basin,Have a very short tail for their size!,Mammal,BrownRedBlackWhite,Fur,,16 - 22 years,3kg - 3.5kg (6.5lbs - 7.75lbs),38cm - 57cm (15in - 22.5in),3 - 6 years,3 - 5 months,,"Hawks, Snakes, Humans",,,,,,,,,,,,,,,,1,0,0
Uinta Ground Squirrel,['North-America'],Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus armatus,"Earthworms, insects, other arthropods","Pup, kitten, kit",Gregarious,,predators,,Chiseler or potgut,28 days,"Mountain meadows, fields, pastures, lawns, moist locations that support lots of vegetation, including aquatic plants.",Herbivore,,,Uinta ground squirrel,1.0,"Montana, Utah, Wyoming and Idaho",,colony,BrownGrey,Fur,32 mph,seven years,7.4 to 15 ounces,11-12 inches,"One year for females, about one and a half years for males",22 days,four to eight,"Hawks, weasels, coyotes, badgers, grizzly bears",mammal,,,,,,,,,,,,,,,1,0,0
Unau (Linnaeus’s Two-Toed Sloth),['South-America'],Animalia,Chordata,Mammalia,Pilosa,Choloepodidae,Choloepus,Choloepodidae didactylus,"Insects, small vertebrates","Baby sloths, pups",Solitary,Unknown,"Predation, habitat loss, car collisions",Two toes on front legs,"Linnaeus's two-toed sloth, Linne's two-toed sloth, Megalonychidae",6 months,Rainforests,Omnivore,,,"unau, two-toed sloth, southern two toed-sloth",1.0,South America,,,BrownGreyGreen,Hair,0.17 mph,20-40 years,8.8-17.6lbs,23-28 inches,"3 years for females, 4-5 years for males",1 year,1,"harpy eagles, jaguars, ocelots, anaconda snakes, domestic dogs, and humans",Xenarthran,,,,,,,,,,"Vegetation, insects, small vertebrates",,,,,1,0,0
Utonagan,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Utonagan,,,,,GreyBlackWhite,Hair,,12 to 15 years,,,,,,,,,,Friendly and even-tempered,,,,,,,,,,,,0,1,0
Vampire Bat,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,,Desmodontinae,"Cows, Pigs, Tapir",Pup,Solitary,Sustainable,Habitat loss,Razor-sharp front teeth,,3 - 4 months,Tropical and subtropical regions,Carnivore,1,Nocturnal,Vampire Bat,3.0,Central and South America,Have a heat sensor on the end of their nose!,Mammal,BrownGreyBlack,Fur,25 mph,8 - 12 years,19g - 57g (0.7oz - 2oz),,9 - 10 months,3 - 5 months,,"Eagles. Hawks, Humans",,7cm - 9.5cm (2.75in - 3.75in),,,,15cm - 18cm (5.9in - 7in),,,,,,,,,,1,0,0
Vaquita,"['North-America', 'Ocean']",Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,Phocoena sinus,"Fish, crustaceans, squid",,School,10,By-catch,"No beak, dark rings around eyes",Little cow,11 months,Ocean,Omnivore,,,Vaquita,,,,,Grey,Skin,,240,90 lbs,4-5 feet,,,,Sharks,Cetacean,,,,,,Sharks,Salt,,,,,,,,1,0,0
Vicuña,['South-America'],Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama vicugna,,Calves,Herd,"350,000 adults",Hunting,The exceptionally long neck,Vicugna,11 months,Mountainous grasslands,Herbivore,,,Vicuña,1.0,Andean South America,,,BrownWhite,Fur,,15-20 years,88-132lbs,3.6-6.2ft,1-3 years,,one,"Pumas, condors, foxes, and dogs",Hoofed Mammal,3ft,,,,,,,,,,,,,,1,0,0
